accession,biosample,bioproject,studyId,dri_orcids
ERR15960898,ERS27943985,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960899,ERS27943983,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960900,ERS27943984,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960901,ERS27943986,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960902,ERS27943988,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960903,ERS27943987,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960904,ERS27943989,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960905,ERS27943990,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960906,ERS27943989,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960907,ERS27943991,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960908,ERS27943991,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960909,ERS27943992,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960910,ERS27943993,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960911,ERS27943994,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960912,ERS27943995,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960913,ERS27943997,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960914,ERS27943996,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960915,ERS27943998,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960916,ERS27943999,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960917,ERS27944000,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960918,ERS27944002,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960919,ERS27944001,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960920,ERS27944005,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960921,ERS27944003,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960922,ERS27944004,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960923,ERS27944006,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960924,ERS27944007,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960925,ERS27944008,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960926,ERS27944009,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960927,ERS27944011,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960928,ERS27944010,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960929,ERS27944012,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960930,ERS27944013,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960931,ERS27944014,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960932,ERS27944015,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960933,ERS27944018,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960934,ERS27944016,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960935,ERS27944018,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960936,ERS27944017,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960937,ERS27944019,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960938,ERS27944020,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960939,ERS27944021,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960940,ERS27944022,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960941,ERS27944023,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960942,ERS27944025,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960943,ERS27944024,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960944,ERS27944026,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960945,ERS27944027,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960946,ERS27944028,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960947,ERS27944029,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960948,ERS27944030,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960949,ERS27944031,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960950,ERS27944032,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960951,ERS27944033,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960952,ERS27944034,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960953,ERS27944035,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960954,ERS27944036,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960955,ERS27944037,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960956,ERS27944038,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960957,ERS27944040,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960958,ERS27944041,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960959,ERS27944039,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960960,ERS27944039,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960961,ERS27944041,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960962,ERS27944042,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960963,ERS27944043,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960964,ERS27944045,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960965,ERS27944044,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960966,ERS27944046,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960967,ERS27944047,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960968,ERS27944048,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960969,ERS27944049,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960970,ERS27944050,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960971,ERS27944051,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960972,ERS27944052,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960973,ERS27944053,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960974,ERS27944054,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960975,ERS27944055,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960976,ERS27944056,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960977,ERS27944057,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960978,ERS27944059,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960979,ERS27944058,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960980,ERS27944060,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960981,ERS27944062,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960982,ERS27944061,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960983,ERS27944062,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960984,ERS27944063,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960985,ERS27944064,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960986,ERS27944065,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960987,ERS27944066,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960988,ERS27944068,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960989,ERS27944067,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960990,ERS27944069,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960991,ERS27944070,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960992,ERS27944071,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960993,ERS27944072,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960994,ERS27944073,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960995,ERS27944074,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960996,ERS27944075,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960997,ERS27944076,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960998,ERS27944077,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15960999,ERS27944078,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961000,ERS27944079,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961001,ERS27944080,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961002,ERS27944082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961003,ERS27944081,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961004,ERS27944082,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961005,ERS27944083,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961006,ERS27944084,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961007,ERS27944085,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961008,ERS27944086,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961009,ERS27944087,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961010,ERS27944088,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961011,ERS27944089,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961012,ERS27944090,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961013,ERS27944091,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961014,ERS27944092,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961015,ERS27944093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961016,ERS27944093,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961017,ERS27944094,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961018,ERS27944095,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961019,ERS27944096,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961020,ERS27944098,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961021,ERS27944097,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961022,ERS27944099,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961023,ERS27944100,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961024,ERS27944101,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961025,ERS27944102,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961026,ERS27944103,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961027,ERS27944105,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961028,ERS27944104,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961029,ERS27944106,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961030,ERS27944107,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961031,ERS27944107,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961032,ERS27944107,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961033,ERS27944107,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961034,ERS27944109,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961035,ERS27944108,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961036,ERS27944110,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961037,ERS27944111,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961038,ERS27944112,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961039,ERS27944113,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961040,ERS27944114,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961041,ERS27944116,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961042,ERS27944117,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961043,ERS27944115,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961044,ERS27944119,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961045,ERS27944118,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961046,ERS27944120,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961047,ERS27944121,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961048,ERS27944122,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961049,ERS27944122,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961050,ERS27944122,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961051,ERS27944124,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961052,ERS27944123,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961053,ERS27944125,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961054,ERS27944126,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961055,ERS27944129,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961056,ERS27944128,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961057,ERS27944127,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961058,ERS27944130,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961059,ERS27944131,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961060,ERS27944132,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961061,ERS27944133,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961062,ERS27944134,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961063,ERS27944135,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961064,ERS27944136,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961065,ERS27944137,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961066,ERS27944138,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961067,ERS27944140,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961068,ERS27944139,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961069,ERS27944141,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961070,ERS27944142,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961071,ERS27944143,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961072,ERS27944144,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961073,ERS27944146,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961074,ERS27944145,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961075,ERS27944147,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961076,ERS27944148,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961077,ERS27944148,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961078,ERS27944149,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961079,ERS27944151,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961080,ERS27944148,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961081,ERS27944151,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961082,ERS27944150,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961083,ERS27944151,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961084,ERS27944152,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961085,ERS27944152,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961086,ERS27944152,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961087,ERS27944153,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961088,ERS27944155,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961089,ERS27944154,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961090,ERS27944156,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961091,ERS27944156,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961092,ERS27944156,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961093,ERS27944157,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961094,ERS27944157,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961095,ERS27944158,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961096,ERS27944157,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961097,ERS27944158,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961098,ERS27944158,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961099,ERS27944159,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961100,ERS27944159,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961101,ERS27944159,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961102,ERS27944161,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961103,ERS27944160,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961104,ERS27944161,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961105,ERS27944161,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961106,ERS27944162,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961107,ERS27944163,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961108,ERS27944163,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961109,ERS27944163,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961110,ERS27944164,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961111,ERS27944165,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961112,ERS27944166,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961113,ERS27944167,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961114,ERS27944168,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961115,ERS27944168,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961116,ERS27944169,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961117,ERS27944170,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961118,ERS27944169,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961119,ERS27944170,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961120,ERS27944171,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961121,ERS27944171,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961122,ERS27944172,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961123,ERS27944172,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961124,ERS27944173,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961125,ERS27944173,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961126,ERS27944174,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961127,ERS27944174,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961128,ERS27944175,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961129,ERS27944175,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961130,ERS27944176,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961131,ERS27944177,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961132,ERS27944176,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961133,ERS27944177,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961134,ERS27944178,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961135,ERS27944178,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961136,ERS27944179,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961137,ERS27944179,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961138,ERS27944180,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961139,ERS27944180,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961140,ERS27944181,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961141,ERS27944181,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961142,ERS27944182,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961143,ERS27944182,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961144,ERS27944183,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961145,ERS27944183,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
ERR15961146,ERS27944184,PRJEB103811,ERP185163,0000-0002-1635-1249; 0000-0003-2786-2690
